MenuItemName,MenuItemDescription,PLU,MenuItemId,RecipeId
fBd/ISaPep                  ,Ital Ssg & Pproni FlatBd                  ,122000070,802,831
Sld/ISaPep                  ,Ital Ssg & Pproni Salad                   ,131000070,803,832
BxL/ISaPep                  ,Ital Ssg & Pproni BoxLn                   ,186000070,804,833
dmF/ISaPep                  ,Ital Ssg & Pproni ExtrFT                  ,171000070,805,834
dm6/ISaPep                  ,Ital Ssg & Pproni Extr6                   ,172000070,806,835
FtL/OCspCk                  ,Oven Crisp Chicken FtLong                 ,111000094,807,836
FfB/OCspCk                  ,Oven Crisp Chicken FtFbd                  ,112000094,808,837
Six/OCspCk                  ,Oven Crisp Chicken 6 inch                 ,121000094,809,838
fBd/OCspCk                  ,Oven Crisp Chicken FlatBd                 ,122000094,810,839
Sld/OCspCk                  ,Oven Crisp Chicken Salad                  ,131000094,811,840
dmF/OCspCk                  ,Oven Crisp Chicken ExtrFT                 ,171000094,812,841
dm6/OCspCk                  ,Oven Crisp Chicken Extr6                  ,172000094,813,842
FtL/TkyRsB                  ,Turkey & Roast Beef FtLong                ,111000198,814,844
FfB/TkyRsB                  ,Turkey & Roast Beef FtFbd                 ,112000198,815,845
Six/TkyRsB                  ,Turkey & Roast Beef 6 inch                ,121000198,816,846
fBd/TkyRsB                  ,Turkey & Roast Beef FlatBd                ,122000198,817,847
Sld/TkyRsB                  ,Turkey & Roast Beef Salad                 ,131000198,818,848
Mni/TkyRsB                  ,Turkey & Roast Beef Mini                  ,161000198,819,849
BxL/TkyRsB                  ,Turkey & Roast Beef BoxLn                 ,186000198,820,850
dmF/TkyRsB                  ,Turkey & Roast Beef ExtrFT                ,171000198,821,851
dm6/TkyRsB                  ,Turkey & Roast Beef Extr6                 ,172000198,822,852
dmF/BkfBMT DELETE           ,Bkfst BMT ExtrFT                          ,171000068,823,855
dm6/BkfBMT                  ,Bkfst BMT Extr6                           ,172000068,824,856
dmF/BcnEgg DELETE           ,Bacon Egg & Cheese ExtrFT                 ,171000030,825,857
dm6/BcnEgg DELETE           ,Bacon Egg & Cheese Extr6                  ,172000030,826,858
dmF/StkEgg DELETE           ,"Stk, Egg & Chs ExtrFT                     ",171000031,827,859
dm6/StkEgg DELETE           ,"Stk, Egg & Chs Extr6                      ",172000031,828,860
adM/BkfStk                  ,BKf Stk AddMlt                            ,176000031,829,861
dmF/SunOme DELETE           ,Sunrise Omlt ExtrFT                       ,171000067,830,862
dm6/SunOme DELETE           ,Sunrise Omlt Extr6                        ,172000067,831,863
dmF/Mega DELETE             ,Mega Omlet ExtrFT                         ,171000051,832,874
dm6/Mega DELETE             ,Mega Omlet Extr6                          ,172000051,833,875
dmF/SsgEgg DELETE           ,Sausage & Egg ExtrFT                      ,171000034,834,876
dm6/SsgEgg DELETE           ,Sausage & Egg Extr6                       ,172000034,835,877
FtL/PulPB5                  ,PulPrkBBQ5 FtLong                         ,111000192,836,878
FfB/PulPB5                  ,PulPrkBBQ5 FtFbd                          ,112000192,837,879
Six/PulPB5                  ,PulPrkBBQ5 6 inch                         ,121000192,838,880
fBd/PulPB5                  ,PulPrkBBQ5 FlatBd                         ,122000192,839,881
Sld/PulPB5                  ,PulPrkBBQ5 Salad                          ,131000192,840,882
dmF/PulPB5                  ,PulPrkBBQ5 ExtrFT                         ,171000192,841,883
dm6/PulPB5                  ,PulPrkBBQ5 Extr6                          ,172000192,842,884
dmF/PulPB7                  ,PulPrkBBQ7 ExtrFT                         ,171000061,843,885
dm6/PulPB7                  ,PulPrkBBQ7 Extr6                          ,172000061,844,886
FbK/SkEgAL                  ,"Stk, Egg & Chs Av (Liq) Ftbk              ",113000197,845,887
Bkf/SkEgAL                  ,"Stk, Egg & Chs Av (Liq) FtbkFb            ",114000197,846,888
6Bk/SkEgAL                  ,"Stk, Egg & Chs Av (Liq) SixBkf            ",123000197,847,889
6Bf/SkEgAL                  ,"Stk, Egg & Chs Av (Liq) 6BkfFb            ",124000197,848,890
Mlt/SkEgAL                  ,"Stk, Egg & Chs Av (Liq) EngMf             ",141000197,849,891
BgM/SkEgAL                  ,"Stk, Egg & Chs Av (Liq) BglMlt            ",164000197,850,892
CrM/SkEgAL                  ,"Stk, Egg & Chs Av (Liq) CrsMlt            ",164100197,851,893
BsM/SkEgAL                  ,"Stk, Egg & Chs Av (Liq) BscMlt            ",164200197,852,894
3Bf/SkEgAL                  ,"Stk, Egg & Chs Av (Liq) 3BkfFb            ",194000197,853,895
FtL/PulPk8                  ,PulPrk8oz FtLong                          ,111000203,854,896
FfB/PulPk8                  ,PulPrk8oz FtFbd                           ,112000203,855,897
Six/PulPk8                  ,PulPrk8oz 6 inch                          ,121000203,856,898
fBd/PulPk8                  ,PulPrk8oz FlatBd                          ,122000203,857,899
Sld/PulPk8                  ,PulPrk8oz Salad                           ,131000203,858,900
FtL/PulPk5                  ,Pulled Pork 5oz FtLong                    ,111000204,859,901
FfB/PulPk5                  ,Pulled Pork 5oz FtFbd                     ,112000204,860,902
Six/PulPk5                  ,Pulled Pork 5oz 6 inch                    ,121000204,861,903
fBd/PulPk5                  ,Pulled Pork 5oz FlatBd                    ,122000204,862,904
Sld/PulPk5                  ,Pulled Pork 5oz Salad                     ,131000204,863,905
FtL/StkTry                  ,Steak Teriyaki FtLong                     ,111000170,864,906
FfB/StkTry                  ,Steak Teriyaki FtFbd                      ,112000170,865,907
Six/StkTry                  ,Steak Teriyaki 6 inch                     ,121000170,866,908
fBd/StkTry                  ,Steak Teriyaki FlatBd                     ,122000170,867,909
Sld/StkTry                  ,Steak Teriyaki Salad                      ,131000170,868,910
dmF/StkTry                  ,Steak Teriyaki ExtrFT                     ,171000170,869,911
dm6/StkTry                  ,Steak Teriyaki Extr6                      ,172000170,870,912
FtL/StkBc7                  ,Steak & Bacon 7.5oz FtLong                ,111000169,871,913
FfB/StkBc7                  ,Steak & Bacon 7.5oz FtFbd                 ,112000169,872,914
Six/StkBc7                  ,Steak & Bacon 7.5oz 6 inch                ,121000169,873,915
fBd/StkBc7                  ,Steak & Bacon 7.5oz FlatBd                ,122000169,874,916
Sld/StkBc7                  ,Steak & Bacon 7.5oz Salad                 ,131000169,875,917
FtL/GcmCkS                  ,GuacChickenStr FtLong                     ,111000195,876,918
FfB/GcmCkS                  ,GuacChickenStr FtFbd                      ,112000195,877,919
Six/GcmCkS                  ,GuacChickenStr 6 inch                     ,121000195,878,920
fBd/GcmCkS                  ,GuacChickenStr FlatBd                     ,122000195,879,921
Sld/GcmCkS                  ,GuacChickenStr Salad                      ,131000195,880,922
FtL/GcmCkP                  ,GuacChickenPty FtLong                     ,111000194,881,923
FfB/GcmCkP                  ,GuacChickenPty FtFbd                      ,112000194,882,924
Six/GcmCkP                  ,GuacChickenPty 6 inch                     ,121000194,883,925
fBd/GcmCkP                  ,GuacChickenPty FlatBd                     ,122000194,884,926
Sld/GcmCkP                  ,GuacChickenPty Salad                      ,131000194,885,927
dmF/GcmCkS                  ,GuacChickenStr ExtrFT                     ,171000195,886,928
dm6/GcmCkS                  ,GuacChickenStr Extr6                      ,172000195,887,929
dmF/GcmCkP                  ,GuacChickenPty ExtrFT                     ,171000194,888,930
dm6/GcmCkP                  ,GuacChickenPty Extr6                      ,172000194,889,931
Sid/YogPar                  ,Yogurt Parfait                            ,341000201,890,933
FtL/CknPhy                  ,Chicken Philly FtLong                     ,111000165,891,935
FfB/CknPhy                  ,Chicken Philly FtFbd                      ,112000165,892,936
Six/CknPhy                  ,Chicken Philly 6 inch                     ,121000165,893,937
fBd/CknPhy                  ,Chicken Philly FlatBd                     ,122000165,894,938
Sld/CknPhy                  ,Chicken Philly Salad                      ,131000165,895,939
dmF/CknPhy                  ,Chicken Philly ExtrFT                     ,171000165,896,940
dm6/CknPhy                  ,Chicken Philly Extr6                      ,172000165,897,941
Smo/16MgSm                  ,16oz Mango Smoothie                       ,243000199,898,942
Smo/16SwSm                  ,16oz Straw Smoothie                       ,243000200,899,943
Mni/TkBcAv                  ,TkyBcnAvo Mini                            ,161000054,900,944
Mni/TkBcGu                  ,TkyBcnGuac Mini                           ,161000052,901,945
Mni/TkyAvo                  ,Tky Avocado Mini                          ,161000071,902,946
Mlt/StEgAvF                 ,StEgChAvoF EngMf                          ,141000150,903,947
#NOM?,Sausage Portn                             ,173000206,904,948
DELETE+ad/Bacon             ,Bacon AddFt                               ,174000036,905,949
adF/Bacon                   ,Bacon AddFt                               ,174000036,906,949
ad6/Bacon                   ,Bacon Add6in                              ,175000036,907,950
adM/Bacon                   ,Bacon AddMlt                              ,176000036,908,951
adP/PpPiza                  ,Add Pizza Pepperoni                       ,177000124,909,952
adP/SgPiza                  ,Add Pizza Sausage                         ,177000122,910,953
adP/MbPiza                  ,Add Pizza Meatball                        ,177000121,911,954
adP/BcPiza                  ,Add Pizza Bacon                           ,177000125,912,955
adP/ChPiza                  ,Add Pizza Cheese                          ,177000120,913,956
#NOM?,Cheese Portn                              ,173000037,914,957
#NOM?,Egg Portn                                 ,173000202,915,958
Btl/JuceBx                  ,Juice Box                                 ,221000136,916,964
GS3/StdBse                  ,Standard Base 3FTGnt                      ,185000210,917,959
GS6/StdBse                  ,Standard Base 6FTGntSub                   ,185100210,918,960
PlS/StdBse                  ,Standard Base SndPlt                      ,181000210,919,961
CkP/StdBse                  ,36 OLDCookie Platter                      ,346000210,920,962
Coo/Coki12                  ,12 Cookies                                ,321000179,921,963
SCD/SubC01                  ,Subway Cash Card Activate $1              ,411000211,922,965
SCD/SubC02                  ,Subway Cash Card Activate $2              ,411000212,923,966
SCD/SubC05                  ,Subway Cash Card Activate $5              ,411000213,924,967
SCD/SubC10                  ,Subway Cash Card Activate $10             ,411000214,925,968
SCD/SubC20                  ,Subway Cash Card Activate $20             ,411000215,926,969
SCD/SubC25                  ,Subway Cash Card Activate $25             ,411000216,927,970
SCD/SubC50                  ,Subway Cash Card Activate $50             ,411000217,928,971
SCD/SubCAy                  ,Subway Cash Card Activate Any$            ,411000218,929,972
21oz21Rfil                  ,21oz Refill 21Fnt                         ,212000086,930,973
30oz30Rfil                  ,30oz Refill 30Fnt                         ,215000091,931,974
40oz40Rfil                  ,40oz Refill 40Fnt                         ,216000092,932,975
PlS/FlvCvr                  ,Flavor Craver SndPlt                      ,181000207,933,976
PlS/SFsFit                  ,Subway Fresh Fit SndPlt                   ,181000208,934,977
PlS/ClsCom                  ,Classic Combo SndPlt                      ,181000209,935,978
FbK/WstEgg                  ,Western Egg Ftbk                          ,113000035,936,979
Bkf/WstEgg                  ,Western Egg FtbkFb                        ,114000035,937,980
6Bk/WstEgg                  ,Western Egg SixBkf                        ,123000035,938,981
6Bf/WstEgg                  ,Western Egg 6BkfFb                        ,124000035,939,982
Mlt/WstEgg                  ,Western Egg EngMf                         ,141000035,940,983
BgM/WstEgg                  ,Western Egg BglMlt                        ,164000035,941,984
CrM/WstEgg                  ,Western Egg CrsMlt                        ,164100035,942,985
BsM/WstEgg                  ,Western Egg BscMlt                        ,164200035,943,986
3Bf/WstEgg                  ,Western Egg 3BkfFb                        ,194000035,944,987
dmF/WstEgg DELETE           ,Western Egg ExtrFT                        ,171000035,945,988
dm6/WstEgg DELETE           ,Western Egg Extr6                         ,172000035,946,989
FbK/StkBEC                  ,Stk Bac Egg & Ch Ftbk                     ,113000221,947,990
Bkf/StkBEC                  ,Stk Bac Egg & Ch FtbkFb                   ,114000221,948,991
6Bk/StkBEC                  ,Stk Bac Egg & Ch SixBkf                   ,123000221,949,992
6Bf/StkBEC                  ,Stk Bac Egg & Ch 6BkfFb                   ,124000221,950,993
Mlt/StkBEC                  ,Stk Bac Egg & Ch EngMf                    ,141000221,951,994
BgM/StkBEC                  ,Stk Bac Egg & Ch BglMlt                   ,164000221,952,995
CrM/StkBEC                  ,Stk Bac Egg & Ch CrsMlt                   ,164100221,953,996
BsM/StkBEC                  ,Stk Bac Egg & Ch BscMlt                   ,164200221,954,997
3Bf/StkBEC                  ,Stk Bac Egg & Ch 3BkfFb                   ,194000221,955,998
dmF/StkBEC DELETE           ,Stk Bac Egg & Ch ExtrFT                   ,171000221,956,999
dm6/StkBEC DELETE           ,Stk Bac Egg & Ch Extr6                    ,172000221,957,1000
#NOM?,Avocado Portn                             ,173000062,958,1021
#NOM?,Chickn Strips Portn                       ,173000041,959,1022
ad6/AddEgg                  ,Egg Add6in                                ,175000202,960,1023
adF/AddEgg                  ,Egg AddFt                                 ,174000202,961,1024
adM/AddEgg                  ,Egg AddMlt                                ,176000202,962,1025
#NOM?,Orch Chix Sld Portn                       ,173000048,963,1027
#NOM?,Rst Chicken Portn                         ,173000010,964,1028
adM/Sausge                  ,Sausage AddMlt                            ,176000206,965,1029
adF/Steak                   ,Steak AddFt                               ,174000050,966,1030
ad6/Steak                   ,Steak Add6in                              ,175000050,967,1031
ad6/BKfStk                  ,BKf Stk Add6in                            ,175000031,968,1032
adF/BKfStk                  ,BKf Stk AddFt                             ,174000031,969,1033
#NOM?,BKf Stk Portn                             ,173000031,970,1034
#NOM?,Veggie Patty Portn                        ,173000019,971,1035
ad6/Sausge                  ,Sausage Add6in                            ,175000206,972,1036
adF/Sausge                  ,Sausage AddFt                             ,174000206,973,1037
adM/Ham                     ,Ham AddMlt                                ,176000004,977,1026
db6/BkfBMT                  ,Bkfst BMT Extr6Bfst                       ,172100068,978,856
db6/StkEgg                  ,"Stk, Egg & Chs Extr6Bfst                  ",172100031,979,860
db6/SunOme                  ,Sunrise Omlt Extr6Bfst                    ,172100067,980,863
db6/Mega                    ,Mega Omlet Extr6Bfst                      ,172100051,981,875
db6/SsgEgg                  ,Sausage & Egg Extr6Bfst                   ,172100034,982,877
db6/WstEgg                  ,Western Egg Extr6Bfst                     ,172100035,983,989
db6/StkBEC                  ,Stk Bac Egg & Ch Extr6Bfst                ,172100221,984,1000
dbF/BkfBMT                  ,Bkfst BMT ExtrFTBfst                      ,171100068,985,855
dbF/BcnEgg                  ,Bacon Egg & Cheese ExtrFTBfst             ,171100030,986,857
db6/BcnEgg                  ,Bacon Egg & Cheese Extr6Bfst              ,172100030,987,858
dbF/StkEgg                  ,"Stk, Egg & Chs ExtrFTBfst                 ",171100031,988,859
dbF/SunOme                  ,Sunrise Omlt ExtrFTBfst                   ,171100067,989,862
dbF/Mega                    ,Mega Omlet ExtrFTBfst                     ,171100051,990,874
dbF/SsgEgg                  ,Sausage & Egg ExtrFTBfst                  ,171100034,991,876
dbF/WstEgg                  ,Western Egg ExtrFTBfst                    ,171100035,992,988
dbF/StkBEC                  ,Stk Bac Egg & Ch ExtrFTBfst               ,171100221,993,999
db6/HamEgg                  ,Ham & Egg Extr6Bfst                       ,172100033,994,1041
dbF/HamEgg                  ,Ham & Egg ExtrFTBfst                      ,171100033,995,1042
PromToy                     ,Toy PrmToy                                ,345000080,998,864
Toy/Toy                     ,Kids Toy                                  ,178000080,999,864
Bgl/Bagel                   ,Bagel                                     ,165000235,1000,1061
BgM/Bagel                   ,Bagel                                     ,164000235,1001,1063
FbK/SkBECL                  ,Stk BacEgg & Ch (Liq) Ftbk                ,113000220,1002,1001
Bkf/SkBECL                  ,Stk BacEgg & Ch (Liq) FtbkFb              ,114000220,1003,1002
6Bk/SkBECL                  ,Stk BacEgg & Ch (Liq) SixBkf              ,123000220,1004,1003
6Bf/SkBECL                  ,Stk BacEgg & Ch (Liq) 6BkfFb              ,124000220,1005,1004
Mlt/SkBECL                  ,Stk BacEgg & Ch (Liq) EngMf               ,141000220,1006,1005
BgM/SkBECL                  ,Stk BacEgg & Ch (Liq) BglMlt              ,164000220,1007,1006
CrM/SkBECL                  ,Stk BacEgg & Ch (Liq) CrsMlt              ,164100220,1008,1007
BsM/SkBECL                  ,Stk BacEgg & Ch (Liq) BscMlt              ,164200220,1009,1008
3Bf/SkBECL                  ,Stk BacEgg & Ch (Liq) 3BkfFb              ,194000220,1010,1009
FbK/WstLq                   ,Westn Omlt (Liq) Ftbk                     ,113000219,1011,1010
Bkf/WstLq                   ,Westn Omlt (Liq) FtbkFb                   ,114000219,1012,1011
6Bk/WstLq                   ,Westn Omlt (Liq) SixBkf                   ,123000219,1013,1012
6Bf/WstLq                   ,Westn Omlt (Liq) 6BkfFb                   ,124000219,1014,1013
Mlt/WstLq                   ,Westn Omlt (Liq) EngMf                    ,141000219,1015,1014
BgM/WstLq                   ,Westn Omlt (Liq) BglMlt                   ,164000219,1016,1015
CrM/WstLq                   ,Westn Omlt (Liq) CrsMlt                   ,164100219,1017,1016
BsM/WstLq                   ,Westn Omlt (Liq) BscMlt                   ,164200219,1018,1017
3Bf/WstLq                   ,Westn Omlt (Liq) 3BkfFb                   ,194000219,1019,1018
OmltWstLq                   ,Westn Omlt (Liq) Omelet                   ,166000219,1020,1019
OmltSkBECL                  ,Stk BacEgg & Ch (Liq) Omelet              ,166000220,1021,1020
PlS/TopTry                  ,ToppingsTray SndPlt                       ,181000227,1022,1043
PlS/MeatCh                  ,MeatChsPlatter SndPlt                     ,181000228,1023,1044
PlS/BBQMtb                  ,BBQ Meatballs SndPlt                      ,181000158,1024,1045
PlS/MMarTy                  ,MtbMarTray SndPlt                         ,181000226,1025,1046
PlS/DesTry                  ,DessertTray SndPlt                        ,181000232,1026,1047
DsP/12Brow                  ,12 Brownies                               ,346000233,1027,1048
FtL/Hummus                  ,Hummus FtLong                             ,111000205,1028,1049
FfB/Hummus                  ,Hummus FtFbd                              ,112000205,1029,1050
Six/Hummus                  ,Hummus 6 inch                             ,121000205,1030,1051
fBd/Hummus                  ,Hummus FlatBd                             ,122000205,1031,1052
Sld/Hummus                  ,Hummus Salad                              ,131000205,1032,1053
Mni/Hummus                  ,Hummus Mini                               ,161000205,1033,1054
BxL/Hummus                  ,Hummus BoxLn                              ,186000205,1034,1055
adF/Hummus                  ,Hummus AddFt                              ,174000205,1035,1056
ad6/Hummus                  ,Hummus Add6in                             ,175000205,1036,1057
#NOM?,Hummus Portn                              ,173000205,1037,1058
FtL/Plain                   ,Plain FtLong                              ,111000063,1038,1064
FfB/Plain                   ,Plain FtFbd                               ,112000063,1039,1065
Six/Plain                   ,Plain 6 inch                              ,121000063,1040,1066
fBd/Plain                   ,Plain FlatBd                              ,122000063,1041,1067
Sld/Plain                   ,Plain Salad                               ,131000063,1042,1068
Mni/Plain                   ,Plain Mini                                ,161000063,1043,1069
Piz/Plain                   ,Plain Pizza                               ,151000063,1044,1070
BxL/Ham                     ,Ham BoxLn                                 ,186000004,1045,307
BxL/B.M.T.                  ,B.M.T. BoxLn                              ,186000008,1046,308
BxL/Club                    ,Subway Club BoxLn                         ,186000017,1047,309
BxL/Tuna                    ,Tuna BoxLn                                ,186000006,1048,310
BxL/RstBf                   ,Roast Beef BoxLn                          ,186000014,1049,311
BxL/Turkey                  ,Turkey BoxLn                              ,186000012,1050,312
BxL/TrkyHm                  ,Turkey & Ham BoxLn                        ,186000011,1051,313
BxL/CCTrio                  ,Cold Cut Combo BoxLn                      ,186000005,1052,314
BxL/OrChSl                  ,Orch Chix Sld BoxLn                       ,186000048,1053,320
BxL/ChxSld                  ,ChicknSld BoxLn                           ,186000060,1054,321
BxL/Seafd                   ,Seafood Sensation BoxLn                   ,186000016,1055,322
BxL/TkBFAv                  ,Tky Bcn F Avo BoxLn                       ,186000065,1056,350
BxL/ChxStr                  ,Chickn Strips BoxLn                       ,186000041,1057,363
BxL/Angus                   ,AngusStk BoxLn                            ,186000055,1058,365
BxL/RstChx                  ,Rst Chicken BoxLn                         ,186000010,1059,366
BxL/Salami                  ,Salami BoxLn                              ,186000038,1060,374
BxL/Pproni                  ,Pepperoni BoxLn                           ,186000040,1061,381
BxL/Cheese                  ,Cheese BoxLn                              ,186000037,1062,401
BxL/Bolona                  ,Bologna BoxLn                             ,186000160,1063,442
BxL/BigChs                  ,Big Cheesy BoxLn                          ,186000189,1064,473
BxL/TrkyPp                  ,Turkey & Pepperoni BoxLn                  ,186000190,1065,683
BxL/BBQStk                  ,BBQ Beef Shaved Steak BoxLn               ,186000155,1066,701
BxL/TkyAvo                  ,Tky Avocado BoxLn                         ,186000071,1067,789
BxL/TkBcAv                  ,TkyBcnAvo BoxLn                           ,186000054,1068,794
BxL/TkyBLT                  ,Turkey B.L.T. BoxLn                       ,186000153,1069,795
BxL/TkyBac                  ,Turkey & Bacon BoxLn                      ,186000072,1070,796
BxL/TkAvFr                  ,Turkey Avocado Fresh BoxLn                ,186000172,1071,802
BxL/Spicy                   ,Spicy Italian BoxLn                       ,186000002,1072,822
BxL/Veggie                  ,Veggie Delite BoxLn                       ,186000001,1073,823
BxL/BLT                     ,BLT BoxLn                                 ,186000007,1074,825
BxL/ISaPep                  ,Ital Ssg & Pproni BoxLn                   ,186000070,1075,833
BxL/TkyRsB                  ,Turkey & Roast Beef BoxLn                 ,186000198,1076,850
BxL/Hummus                  ,Hummus BoxLn                              ,186000205,1077,1055
dmF/GrnChi                  ,Green Chiles ExtrFT                       ,171000236,1078,1073
dm6/GrnChi                  ,Green Chiles Extr6                        ,172000236,1079,1074
Mni/Meatbl                  ,Meatball Mini                             ,161000003,1080,1075
#NOM?,Green Chiles Portn                        ,173000236,1081,1076
Fee/Bag Tax                 ,Bag Tax Fee and Charges                   ,348000237,1082,1077
adF/GrnChi                  ,Green Chiles AddFt                        ,174000236,1083,1082
ad6/GrnChi                  ,Green Chiles Add6in                       ,175000236,1084,1083
dmM/SunOme                  ,Sunrise Omlt ExtrMlt                      ,176100067,1085,1084
dmM/BkfBMT                  ,Bkfst BMT ExtrMlt                         ,176100068,1086,1085
dmM/StkEgg                  ,"Stk, Egg & Chs ExtrMlt                    ",176100031,1087,1086
dmM/BcnEgg                  ,Bacon Egg & Cheese ExtrMlt                ,176100030,1088,1087
dmM/SsgEgg                  ,Sausage & Egg ExtrMlt                     ,176100034,1089,1088
dmM/Mega                    ,Mega Omlet ExtrMlt                        ,176100051,1090,1089
dmM/HamEgg                  ,Ham & Egg ExtrMlt                         ,176100033,1091,1090
dmM/StkBEC                  ,Stk Bac Egg & Ch ExtrMlt                  ,176100221,1092,1091
dmM/WstEgg                  ,Western Egg ExtrMlt                       ,176100035,1093,1092
ad6/GltFBd                  ,Gluten-Free Bread Add6in                  ,175000247,1094,1102
FtL/Falfel                  ,Falafel FtLong                            ,111000241,1095,1093
FtL/CBfTyC                  ,Chp Beef Teriyaki & Chee FtLong           ,111000242,1096,1103
FtL/TkJaMt                  ,Turkey Jalapeno Melt FtLong               ,111000246,1097,1110
FfB/TkJaMt                  ,Turkey Jalapeno Melt FtFbd                ,112000246,1098,1111
FtL/MChAng                  ,Monterey Cheddar Angus FtLong             ,111000095,1099,1118
FfB/MChAng                  ,Monterey Cheddar Angus FtFbd              ,112000095,1100,1119
FtL/SCpAng                  ,Spicy Chipotle Angus FtLong               ,111000174,1101,1125
FfB/SCpAng                  ,Spicy Chipotle Angus FtFbd                ,112000174,1102,1126
FtLGoChBM                   ,Gorgonzola Chicken Bacon Melt FtLong      ,111000240,1103,1141
FtL/WbStkM                  ,Wasabi Steak Melt FtLong                  ,111000245,1104,1149
FfB/WbStkM                  ,Wasabi Steak Melt FtFbd                   ,112000245,1105,1150
Piz/PpPiza                  ,Pepperoni Pizza                           ,151000124,1106,1157
Btl/12ozOJ                  ,12oz Orange Juice                         ,221000250,1107,1158
FfB/Falfel                  ,Falafel FtFbd                             ,112000241,1108,1094
Six/Falfel                  ,Falafel 6 inch                            ,121000241,1109,1095
fBd/Falfel                  ,Falafel FlatBd                            ,122000241,1110,1096
Sld/Falfel                  ,Falafel Salad                             ,131000241,1111,1097
dmF/Falfel                  ,Falafel ExtrFT                            ,171000241,1112,1099
dm6/Falfel                  ,Falafel Extr6                             ,172000241,1113,1100
#NOM?,Falafel Portn                             ,173000241,1114,1101
FfB/CBfTyC                  ,Chp Beef Teriyaki & Chee FtFbd            ,112000242,1115,1104
Six/CBfTyC                  ,Chp Beef Teriyaki & Chee 6 inch           ,121000242,1116,1105
fBd/CBfTyC                  ,Chp Beef Teriyaki & Chee FlatBd           ,122000242,1117,1106
Sld/CBfTyC                  ,Chp Beef Teriyaki & Chee Salad            ,131000242,1118,1107
Six/TkJaMt                  ,Turkey Jalapeno Melt 6 inch               ,121000246,1119,1112
fBd/TkJaMt                  ,Turkey Jalapeno Melt FlatBd               ,122000246,1120,1113
Sld/TkJaMt                  ,Turkey Jalapeno Melt Salad                ,131000246,1121,1114
Six/MChAng                  ,Monterey Cheddar Angus 6 inch             ,121000095,1122,1120
fBd/MChAng                  ,Monterey Cheddar Angus FlatBd             ,122000095,1123,1121
Sld/MChAng                  ,Monterey Cheddar Angus Salad              ,131000095,1124,1122
Six/SCpAng                  ,Spicy Chipotle Angus 6 inch               ,121000174,1125,1127
fBd/SCpAng                  ,Spicy Chipotle Angus FlatBd               ,122000174,1126,1128
Sld/SCpAng                  ,Spicy Chipotle Angus Salad                ,131000174,1127,1129
FbK/DbBcEg                  ,Dbl Bacon Egg & Cheese Ftbk               ,113000248,1128,1132
6Bk/DbBcEg                  ,Dbl Bacon Egg & Cheese SixBkf             ,123000248,1129,1134
6Bf/DbBcEg                  ,Dbl Bacon Egg & Cheese 6BkfFb             ,124000248,1130,1135
Mlt/DbBcEg                  ,Dbl Bacon Egg & Cheese EngMf              ,141000248,1131,1136
BgM/DbBcEg                  ,Dbl Bacon Egg & Cheese BglMlt             ,164000248,1132,1137
CrM/DbBcEg                  ,Dbl Bacon Egg & Cheese CrsMlt             ,164100248,1133,1138
3Bf/DbBcEg                  ,Dbl Bacon Egg & Cheese 3BkfFb             ,194000248,1134,1140
FfB/GoChBM                  ,Gorgonzola Chicken Bacon Melt FtFbd       ,112000240,1135,1142
Six/GoChBM                  ,Gorgonzola Chicken Bacon Melt 6 inch      ,121000240,1136,1143
fBd/GoChBM                  ,Gorgonzola Chicken Bacon Melt FlatBd      ,122000240,1137,1144
Sld/GoChBM                  ,Gorgonzola Chicken Bacon Melt Salad       ,131000240,1138,1145
Six/WbStkM                  ,Wasabi Steak Melt 6 inch                  ,121000245,1139,1151
fBd/WbStkM                  ,Wasabi Steak Melt FlatBd                  ,122000245,1140,1152
Sld/WbStkM                  ,Wasabi Steak Melt Salad                   ,131000245,1141,1153
Smo/16PmBr                  ,16oz Pom Bery Smooth                      ,243000249,1142,1156
BgM/BkfBMT                  ,Bkfst BMT BglMlt                          ,164000068,1143,1159
BgM/SunOme                  ,Sunrise Omlt BglMlt                       ,164000067,1144,1160
BgM/SsgEgg                  ,Sausage & Egg BglMlt                      ,164000034,1145,1161
#NOM?,Gluten-Free Bread Portn                   ,173000247,1146,1170
#NOM?,Cream Cheese Portn                        ,173000084,1147,1171
H16/16Tea                   ,16oz Hot Tea                              ,232000113,1148,1188
H12/12Tea                   ,12oz Hot Tea                              ,231000114,1149,1189
dm6/CBfTyC                  ,Chp Beef Teriyaki & Chee Extr6            ,172000242,1150,1109
dmF/TkJaMt                  ,Turkey Jalapeno Melt ExtrFT               ,171000246,1151,1116
dm6/TkJaMt                  ,Turkey Jalapeno Melt Extr6                ,172000246,1152,1117
dmF/MChAng                  ,Monterey Cheddar Angus ExtrFT             ,171000095,1153,1123
dm6/MChAng                  ,Monterey Cheddar Angus Extr6              ,172000095,1154,1124
dmF/SCpAng                  ,Spicy Chipotle Angus ExtrFT               ,171000174,1155,1130
dm6/SCpAng                  ,Spicy Chipotle Angus Extr6                ,172000174,1156,1131
Bkf/DbBcEg                  ,Dbl Bacon Egg & Cheese FtbkFb             ,114000248,1157,1133
BsM/DbBcEg                  ,Dbl Bacon Egg & Cheese BscMlt             ,164200248,1158,1139
dmF/GoChBM                  ,Gorgonzola Chicken Bacon Melt ExtrFT      ,171000240,1159,1147
dm6/GoChBM                  ,Gorgonzola Chicken Bacon Melt Extr6       ,172000240,1160,1148
