PROD_ID,TIME_ID,PROMO_ID,CHANNEL_ID,UNIT_COST,UNIT_PRICE
23,21-02-98,999,2,19.77,23.75
23,16-03-98,999,3,19.51,23.75
24,03-01-98,999,4,39.46,49.43
24,19-01-98,999,4,39.46,49.34
24,21-01-98,999,3,40.01,49.34
24,26-01-98,999,3,40.01,48.66
24,28-01-98,999,2,40.53,49.43
24,02-02-98,999,2,41.34,49.43
24,17-02-98,999,4,40.25,48.75
24,19-02-98,999,4,40.25,49.34
24,21-02-98,999,3,40.81,49.43
24,10-03-98,999,2,41.34,48.75
24,12-03-98,999,3,40.81,48.75
24,23-03-98,999,3,40.81,49.43
24,30-03-98,999,3,40.81,49.43
25,07-01-98,999,3,98.3,126.55
25,17-01-98,999,3,98.3,128.32
25,26-01-98,999,3,100.07,126.99
25,02-02-98,999,3,100.27,127.74
25,08-02-98,999,3,102.07,126.99
25,13-02-98,999,4,98.88,128.32
25,19-02-98,999,3,102.07,126.99
25,25-02-98,999,3,100.27,128.32
25,19-03-98,999,3,102.07,126.99
25,21-03-98,999,3,100.27,126.55
26,25-01-98,999,3,130.5,167.99
26,25-02-98,999,3,133.11,170.34
26,02-03-98,999,3,133.11,170.34
26,20-03-98,999,3,133.11,170.34
28,10-01-98,999,3,177.13,214.74
28,25-01-98,999,3,174,213.99
28,10-02-98,999,2,179.78,213.39
28,10-03-98,999,3,177.48,213.99
28,23-03-98,999,3,180.67,214.74
28,25-03-98,999,3,180.67,214.74
29,10-01-98,999,2,443.22,553.99
29,11-01-98,999,2,443.22,552.11
29,28-01-98,999,3,437.61,561.75
29,28-01-98,999,4,423.35,561.75
29,02-02-98,999,3,446.36,561.75
29,07-02-98,999,3,446.36,561.75
29,07-02-98,999,4,431.82,561.75
29,21-02-98,999,4,431.82,552.11
29,23-02-98,999,3,446.36,561.75
29,23-02-98,999,4,431.82,552.11
29,20-03-98,999,4,431.82,561.75
30,14-01-98,999,3,8.69,10.79
30,23-01-98,999,4,8.57,10.79
30,30-01-98,999,3,8.69,10.79
30,12-02-98,999,3,8.86,10.94
30,14-02-98,999,2,8.98,10.94
30,25-02-98,999,2,8.98,10.94
30,25-02-98,999,3,8.86,10.94
30,23-03-98,999,4,8.74,10.79
30,30-03-98,999,2,8.98,10.79
31,12-01-98,999,4,7.72,9.85
31,26-01-98,999,4,7.72,9.71
31,17-02-98,999,3,7.98,9.71
31,19-02-98,999,3,7.98,9.85
31,28-02-98,999,2,8.08,9.71
31,08-03-98,999,3,7.98,9.71
31,23-03-98,999,2,8.08,9.85
31,23-03-98,999,3,7.98,9.85
33,19-02-98,999,3,39.92,47.39
34,07-01-98,999,4,34.46,43.11
34,08-01-98,999,4,33.86,42.96
34,10-01-98,999,3,35,42.96
34,20-01-98,999,4,34.46,43.11
34,26-02-98,999,3,35.49,45.59
34,17-03-98,999,3,35.49,45.42
35,04-01-98,999,3,46.19,54.45
35,04-01-98,999,4,42.33,54.45
35,10-01-98,999,3,43.76,53.7
35,18-01-98,999,2,44.31,54.45
35,18-01-98,999,3,43.76,54.45
35,18-01-98,999,4,42.33,54.45
35,24-01-98,999,3,43.76,53.7
35,02-02-98,999,3,47.11,54.92
35,03-02-98,999,4,44.53,57.19
35,23-03-98,999,2,44.93,56.77
35,30-03-98,999,3,47.11,54.16
36,03-01-98,999,3,39.14,51.29
36,17-01-98,999,3,39.37,49.01
36,17-01-98,999,4,38.09,49.01
36,19-01-98,999,2,39.65,51.29
36,31-01-98,999,2,39.88,49.01
36,22-02-98,999,3,39.92,52.01
37,04-01-98,999,4,47.21,59.82
37,17-01-98,999,3,48.12,59.91
37,19-01-98,999,2,48.46,63.57
37,20-01-98,999,2,49.62,59.29
37,22-01-98,999,4,47.18,63.57
37,01-02-98,999,2,49.73,60.41
37,12-02-98,999,2,50.61,59.79
37,22-02-98,999,4,48.99,62.91
37,28-02-98,999,2,49.43,62.69
37,01-03-98,999,3,48.8,62.45
37,04-03-98,999,3,48.8,62.45
37,09-03-98,999,2,50.61,59.79
37,22-03-98,999,2,49.43,62.45
38,10-01-98,999,3,26.25,32.22
38,10-01-98,999,4,25.39,32.22
38,13-01-98,999,2,27.06,32.33
38,17-01-98,999,4,25.39,32.22
38,18-01-98,999,4,25.39,32.22
38,28-01-98,999,4,25.75,32.35
38,29-01-98,999,3,26.09,34.67
38,30-01-98,999,3,26.25,32.22
38,22-02-98,999,3,26.61,34.67
38,26-02-98,999,2,26.96,34.67
39,01-01-98,999,3,30.44,40.45
39,07-01-98,999,4,29.63,38.12
39,09-01-98,999,2,30.84,40.45
39,15-01-98,999,4,30.04,37.74
39,05-02-98,999,2,31.46,40.45
39,05-02-98,999,4,30.63,39.89
39,19-03-98,999,3,31.61,39.33
40,10-01-98,999,3,39.37,46.79
40,18-01-98,999,4,38.09,46.79
40,31-01-98,999,3,39.37,47.45
40,04-02-98,999,4,38.85,47.45
40,05-02-98,999,2,41.41,47.86
40,09-02-98,999,3,40.16,46.79
40,19-02-98,999,4,39.55,46.95
40,26-02-98,999,3,40.16,46.79
40,26-03-98,999,2,40.68,47.69
40,30-03-98,999,4,38.85,48.36
41,12-01-98,999,3,39.37,47.69
41,13-01-98,999,4,38.09,47.45
41,15-01-98,999,3,39.37,47.45
41,22-01-98,999,3,39.37,48.36
41,26-01-98,999,2,39.88,48.36
41,04-02-98,999,2,41.41,47.86
41,04-02-98,999,4,38.85,47.45
41,12-02-98,999,3,40.16,48.36
41,17-02-98,999,4,38.85,48.36
41,24-02-98,999,3,40.16,47.69
41,25-02-98,999,2,40.68,48.36
41,28-02-98,999,2,40.68,47.69
41,28-02-98,999,3,40.16,47.69
41,30-03-98,999,3,40.16,48.36
42,07-01-98,999,3,39.37,47.69
42,07-01-98,999,4,38.09,46.79
42,10-01-98,999,2,39.88,47.45
42,13-01-98,999,4,38.09,47.45
42,15-01-98,999,4,38.09,47.45
42,26-01-98,999,3,39.37,48.36
42,07-02-98,999,2,40.68,47.45
42,15-02-98,999,2,40.68,47.69
42,17-02-98,999,2,40.68,48.36
42,22-02-98,999,2,40.68,47.45
42,25-02-98,999,3,40.16,48.36
42,09-03-98,999,2,41.32,47.83
42,09-03-98,999,3,40.88,47.86
42,19-03-98,999,2,40.68,48.36
42,31-03-98,999,2,40.68,48.36
43,15-01-98,999,4,38.63,46.98
43,18-01-98,999,4,38.09,46.79
43,01-02-98,999,3,40.16,47.69
43,01-02-98,999,4,38.85,47.45
43,05-02-98,999,2,40.68,48.36
43,12-02-98,999,2,40.68,48.36
43,17-02-98,999,4,38.85,46.79
43,22-02-98,999,3,40.88,46.95
43,28-02-98,999,2,41.32,47.83
44,24-01-98,999,3,39.37,47.45
44,24-01-98,999,4,38.09,47.45
44,26-01-98,999,2,39.88,48.36
44,28-01-98,999,3,39.37,46.79
44,17-02-98,999,2,41.32,47.83
44,25-02-98,999,2,41.25,47.88
44,09-03-98,999,3,40.88,47.86
44,22-03-98,999,2,41.41,47.86
44,31-03-98,999,2,40.68,48.36
45,01-01-98,999,3,39.37,47.69
45,07-01-98,999,3,39.37,47.69
45,13-01-98,999,4,38.09,47.45
45,15-01-98,999,4,38.09,47.45
45,17-01-98,999,4,38.09,46.79
45,19-01-98,999,2,39.88,48.36
45,22-01-98,999,2,39.88,48.36
45,26-01-98,999,3,39.37,48.36
45,31-01-98,999,2,39.88,47.45
45,10-02-98,999,2,40.68,48.36
45,10-02-98,999,4,38.85,48.36
45,19-02-98,999,3,40.72,46.98
45,24-02-98,999,3,40.16,47.69
45,25-02-98,999,3,40.16,48.36
45,09-03-98,999,2,41.41,47.86
45,19-03-98,999,3,40.16,48.36
45,30-03-98,999,3,40.16,48.36
46,13-01-98,999,3,20.37,24.92
46,17-01-98,999,3,20.01,24.83
46,20-01-98,999,3,20.01,24.83
46,30-01-98,999,2,20.27,25.18
46,13-02-98,999,2,20.68,25.18
46,15-02-98,999,4,20.12,25.18
46,13-03-98,999,3,20.78,24.92
47,09-01-98,999,3,25.37,30.44
47,12-01-98,999,2,25.7,30.56
47,23-01-98,999,3,25.37,30.38
47,24-01-98,999,4,24.55,29.47
47,15-02-98,999,3,26.24,30.56
47,09-03-98,999,2,26.21,30.56
47,12-03-98,999,3,25.88,30.87
47,19-03-98,999,4,25.04,29.94
47,30-03-98,999,3,25.88,30.87
48,04-01-98,999,3,10.43,13.13
48,12-01-98,999,2,10.76,13
48,26-01-98,999,3,10.43,13.13
48,29-01-98,999,3,10.43,12.95
48,01-02-98,999,3,10.64,13.13
48,04-02-98,999,2,10.78,12.95
48,04-02-98,999,3,10.64,13.13
48,07-02-98,999,3,10.64,13.13
48,10-02-98,999,2,10.78,12.95
48,21-02-98,999,2,10.98,13
48,26-02-98,999,3,10.64,13.13
48,20-03-98,999,3,10.64,12.95
113,07-01-98,999,3,20.12,23.78
113,17-01-98,999,3,20.01,27.98
113,24-01-98,999,4,19.47,23.45
113,28-01-98,999,4,19.47,23.78
113,04-02-98,999,2,20.79,23.45
113,16-02-98,999,3,20.52,23.78
113,22-02-98,999,4,19.86,23.78
114,01-01-98,999,4,16.08,19.64
114,06-01-98,999,2,16.83,19.37
114,17-01-98,999,3,16.52,23.11
114,01-02-98,999,2,17.17,19.64
114,09-02-98,999,4,16.4,19.64
114,24-02-98,999,2,17.17,19.37
114,07-03-98,999,3,16.85,23.11
114,18-03-98,999,3,16.85,23.11
115,04-01-98,999,3,7.87,9.3
115,11-01-98,999,3,7.87,9.3
115,18-01-98,999,2,7.97,9.17
115,28-01-98,999,3,7.87,9.3
115,31-01-98,999,3,8.02,9.2
115,01-02-98,999,2,8.13,9.3
115,01-02-98,999,3,8.03,9.3
115,24-02-98,999,2,8.13,9.17
115,27-02-98,999,2,8.13,9.17
116,08-01-98,999,4,10.16,12.4
116,17-01-98,999,4,10.16,12.4
116,18-01-98,999,4,10.16,12.23
116,19-01-98,999,2,10.63,12.4
116,19-01-98,999,4,10.16,12.4
116,31-01-98,999,4,10.3,12.28
116,11-02-98,999,2,11.04,12.27
116,19-02-98,999,3,10.64,14.59
116,27-02-98,999,2,10.84,12.23
116,04-03-98,999,3,10.64,14.59
116,15-03-98,999,3,10.83,14.44
116,28-03-98,999,3,10.64,14.59
116,31-03-98,999,3,10.64,14.59
117,02-01-98,999,4,7.61,9.3
117,15-01-98,999,2,7.97,9.3
117,18-01-98,999,2,7.97,9.17
117,20-01-98,999,2,7.97,9.3
117,24-01-98,999,3,7.87,9.3
117,04-02-98,999,2,8.08,10.76
117,11-02-98,999,3,7.98,10.79
117,11-02-98,999,4,7.91,9.2
117,14-02-98,999,3,8.03,9.3
117,18-02-98,999,3,8.13,10.83
117,01-03-98,999,3,8.13,10.83
117,31-03-98,999,3,7.98,10.94
118,14-01-98,999,3,437.61,552.11
118,21-01-98,999,4,429.27,546.67
118,23-01-98,999,2,443.22,544.49
118,24-01-98,999,2,7.08,8.26
118,24-01-98,999,3,6.99,8.26
118,28-01-98,999,4,6.77,8.26
118,29-01-98,999,3,6.99,8.15
118,10-02-98,999,3,446.36,544.49
118,14-02-98,999,2,7.22,8.26
119,01-01-98,999,4,6.03,7.15
119,17-01-98,999,3,6.09,8.51
119,31-01-98,999,3,6.09,8.39
119,01-02-98,999,2,6.31,7.23
119,06-03-98,999,3,6.21,8.39
119,31-03-98,999,3,6.21,8.51
120,01-02-98,999,3,6.21,9
120,07-03-98,999,3,6.21,9.22
120,31-03-98,999,3,6.31,9.12
123,05-01-98,999,2,44.76,63.68
123,29-01-98,999,3,43.5,64.99
123,27-03-98,999,3,45.17,65.22
125,04-01-98,999,3,13.91,16.86
125,15-01-98,999,3,13.91,16.63
125,15-02-98,999,4,13.81,16.36
125,18-02-98,999,3,14.19,16.63
125,24-02-98,999,3,14.44,16.69
125,31-03-98,999,2,14.37,16.86
126,18-01-98,999,4,24.55,29.66
126,24-01-98,999,3,25.37,30.08
126,27-01-98,999,2,25.55,30.57
126,29-01-98,999,3,25.22,30.15
126,11-02-98,999,4,25.49,29.76
126,15-02-98,999,2,26.06,30.15
126,15-03-98,999,4,25.37,30.15
126,29-03-98,999,3,25.72,30.15
126,29-03-98,999,4,25.37,30.57
127,01-01-98,999,3,32.19,51.79
127,14-01-98,999,2,975.1,1264.99
127,15-01-98,999,3,32.37,39.38
127,20-01-98,999,3,1016.56,1282.7
127,23-01-98,999,2,975.1,1271.55
127,05-02-98,999,3,33.02,39.38
127,11-02-98,999,2,33.45,38.67
127,18-02-98,999,4,31.95,39.38
127,05-03-98,999,3,32.83,51.79
127,16-03-98,999,3,1036.89,1253.99
127,29-03-98,999,2,33.45,38.84
128,05-01-98,999,4,23.7,28.86
128,11-01-98,999,3,24.36,39.19
128,16-01-98,999,4,23.7,29.26
128,18-01-98,999,4,23.7,28.86
128,22-01-98,999,3,24.8,39.33
128,22-01-98,999,4,23.7,28.86
128,27-01-98,999,2,24.82,29.8
128,01-02-98,999,2,25.32,29.8
128,04-03-98,999,2,25.32,29.8
128,18-03-98,999,4,24.17,29.39
129,05-01-98,999,4,163.41,198.97
129,28-01-98,999,3,171.27,199.77
129,05-02-98,999,4,166.68,205.48
129,11-02-98,999,3,172.29,201.76
129,22-02-98,999,2,174.5,201.76
129,22-02-98,999,4,166.68,201.76
129,27-02-98,999,2,174.5,202.64
129,27-03-98,999,4,166.68,205.48
130,01-01-98,999,2,79.78,94.49
130,01-01-98,999,3,78.76,94.49
130,04-01-98,999,4,76.2,94.49
130,07-01-98,999,4,76.2,94.08
130,22-01-98,999,2,79.78,94.49
130,23-01-98,999,3,78.76,92.78
130,27-01-98,999,3,78.3,127.75
130,29-01-98,999,4,76.2,94.49
130,04-02-98,999,3,80.34,94.08
130,15-02-98,999,3,79.87,127.75
130,22-03-98,999,2,81.38,94.49
131,18-03-98,999,3,17.16,26.68
131,27-03-98,999,3,16.85,26.96
131,31-03-98,999,3,17.16,26.68
132,15-01-98,999,3,21.73,35.48
132,05-02-98,999,3,22.16,35.48
132,27-02-98,999,3,22.16,35.48
132,04-03-98,999,3,22.16,34.99
132,18-03-98,999,3,22.16,35.48
140,18-01-98,999,3,26.09,42.58
140,03-02-98,999,3,26.99,41.25
146,18-01-98,999,3,10.62,16.85
146,14-02-98,999,3,10.64,17.03
146,08-03-98,999,3,10.83,16.85
148,23-02-98,999,3,18.64,28.76
148,08-03-98,999,3,18.64,29.39
14,16-03-98,999,2,904.18,1159.99
17,21-02-98,999,2,988.79,1516.93
18,05-01-98,999,3,1131.05,1728.99
18,25-03-98,999,3,1155.97,1674.39
20,10-03-98,999,3,532.46,599.99
21,23-02-98,999,4,777.28,1052.99
21,14-03-98,999,3,803.45,1061.09
22,10-02-98,999,3,22.31,26.56
25,26-02-98,999,2,101.57,128.32
25,13-03-98,999,3,100.27,126.55
42,26-03-98,999,4,38.85,47.69
44,26-02-98,999,4,38.85,47.45
113,15-01-98,999,3,20.01,27.98
130,09-03-98,999,3,81.78,94.82
13,10-01-98,999,2,793.14,1205.99
14,03-01-98,999,2,886.45,1124.52
14,17-02-98,999,2,904.18,1124.52
14,23-03-98,999,2,904.18,1176.23
15,25-01-98,999,2,881.27,999.99
18,17-01-98,999,3,1133.3,1697.83
18,14-02-98,999,2,1170.86,1674.39
18,26-02-98,999,4,1134.2,1674.39
18,05-03-98,999,3,1153.67,1728.99
19,26-02-98,999,2,50.33,63.02
21,02-01-98,999,2,808.97,1057.2
22,16-01-98,999,3,21.87,26.19
22,02-02-98,999,3,22.31,26.61
22,19-02-98,999,2,23.01,26.33
22,20-03-98,999,4,21.92,26.32
23,07-01-98,999,3,19.13,23.75
23,25-01-98,999,3,19.48,23.83
25,30-01-98,999,2,99.58,128.32
26,19-03-98,999,3,133.11,170.34
27,17-02-98,999,3,39.92,49.27
28,19-03-98,999,3,177.48,216.99
29,12-02-98,999,3,446.36,552.11
29,30-03-98,999,3,446.36,561.75
31,30-01-98,999,2,7.92,9.85
31,30-03-98,999,2,8.08,9.71
33,28-01-98,999,3,39.76,46.88
35,12-02-98,999,2,45.2,54.92
35,03-03-98,999,4,43.18,54.92
36,22-02-98,999,2,40.44,52.01
37,17-02-98,999,3,51.83,59.58
39,28-02-98,999,2,31.46,39.89
40,15-02-98,999,2,40.68,48.36
40,22-02-98,999,3,40.88,46.95
40,01-03-98,999,3,40.16,48.36
41,09-01-98,999,2,39.88,48.36
41,19-02-98,999,3,40.72,46.98
42,28-01-98,999,2,39.88,46.79
42,12-02-98,999,3,40.16,47.45
43,31-01-98,999,3,39.37,47.45
43,04-03-98,999,2,40.68,48.36
44,31-03-98,999,4,38.85,48.36
45,09-02-98,999,3,40.16,47.45
45,17-02-98,999,4,38.85,46.79
46,15-01-98,999,3,20.37,24.92
47,09-01-98,999,2,25.7,30.56
48,30-01-98,999,4,10.29,13.13
48,05-02-98,999,3,10.64,13.13
113,23-01-98,999,3,20.12,23.78
113,23-02-98,999,2,20.79,23.78
114,06-02-98,999,3,16.85,22.79
114,28-03-98,999,3,16.85,23.11
115,24-01-98,999,2,7.97,9.3
116,24-02-98,999,2,10.84,12.23
117,28-01-98,999,4,7.61,9.3
117,05-02-98,999,2,8.13,9.3
118,08-01-98,999,2,7.08,8.26
118,24-02-98,999,4,6.91,8.15
119,09-02-98,999,2,6.31,7.23
120,13-01-98,999,3,6.09,9.22
120,07-02-98,999,3,6.21,9
123,22-01-98,999,3,44.28,65.22
125,19-01-98,999,3,14,16.59
125,27-02-98,999,4,13.81,16.59
125,29-03-98,999,2,14.37,16.86
126,22-01-98,999,2,25.7,29.66
127,04-01-98,999,3,32.37,38.67
127,06-02-98,999,2,33.45,38.67
127,31-03-98,999,2,33.45,39.38
128,23-01-98,999,3,24.5,28.86
129,06-02-98,999,2,174.5,201.76
130,22-01-98,999,4,77.57,94.82
130,09-03-98,999,2,82.84,94.82
140,27-02-98,999,3,26.61,41.99
148,23-03-98,999,3,18.64,29.8
14,17-01-98,999,3,890.98,1112.87
14,24-01-98,999,2,886.45,1108.99
14,03-03-98,999,2,904.18,1176.23
14,10-03-98,999,3,892.72,1159.99
14,14-03-98,999,4,863.64,1176.23
15,02-01-98,999,3,875.22,1013.99
15,17-01-98,999,4,846.71,999.99
15,19-01-98,999,4,846.71,999.99
15,02-02-98,999,4,863.64,1013.99
15,05-02-98,999,4,887.35,1003.99
15,17-02-98,999,2,904.18,1013.99
15,19-02-98,999,3,892.72,1013.99
15,20-02-98,999,2,904.18,1013.99
17,25-01-98,999,2,969.4,1550.99
17,05-02-98,999,3,976.18,1550.99
17,25-03-98,999,3,976.18,1550.99
18,10-01-98,999,3,1133.3,1697.83
18,18-01-98,999,2,1147.9,1632.79
18,24-01-98,999,3,1133.3,1632.79
18,25-01-98,999,3,1151.41,1735.04
18,23-02-98,999,2,1170.86,1655.65
18,26-02-98,999,2,1168.56,1753.2
18,10-03-98,999,2,1170.86,1697.83
19,20-01-98,999,4,48.9,62.37
19,26-03-98,999,3,49.68,63.02
20,13-01-98,999,2,528.76,608.39
20,13-01-98,999,3,522.02,599.99
20,17-02-98,999,3,532.46,599.99
20,13-03-98,999,3,542.05,602.09
20,23-03-98,999,3,542.05,602.09
21,04-01-98,999,4,762.04,1067.73
21,07-01-98,999,4,762.04,1067.73
21,17-01-98,999,3,787.7,1052.99
21,17-01-98,999,4,762.04,1067.73
21,24-01-98,999,4,775.76,1056.68
21,28-01-98,999,3,787.7,1052.99
21,28-01-98,999,4,762.04,1052.99
21,02-02-98,999,2,813.77,1075.95
21,26-03-98,999,2,813.77,1075.95
21,26-03-98,999,4,777.28,1075.95
22,11-01-98,999,3,21.87,26.56
22,13-01-98,999,2,22.16,26.61
22,14-01-98,999,3,21.87,26.56
22,17-01-98,999,2,22.51,26.32
22,20-01-98,999,3,21.87,26.56
22,23-01-98,999,4,21.54,26.28
22,24-01-98,999,3,21.87,26.56
22,03-02-98,999,3,22.31,26.61
22,16-02-98,999,3,22.31,26.24
22,26-02-98,999,2,22.96,26.32
22,28-02-98,999,3,22.31,26.61
22,26-03-98,999,4,21.58,26.61
23,02-01-98,999,3,19.13,24.08
23,08-02-98,999,3,19.51,23.75
23,28-02-98,999,3,19.87,23.83
23,17-03-98,999,3,19.51,24.08
24,10-01-98,999,4,39.46,49.43
24,19-01-98,999,3,40.73,48.83
24,21-01-98,999,2,40.53,49.34
24,26-01-98,999,2,40.53,48.66
24,26-01-98,999,4,39.46,49.43
24,30-01-98,999,3,40.01,49.43
24,08-02-98,999,3,41.54,48.92
24,13-02-98,999,4,40.25,48.75
24,16-02-98,999,4,40.25,48.75
24,17-02-98,999,2,41.34,48.75
24,25-02-98,999,3,40.81,49.43
24,28-02-98,999,2,41.34,49.34
24,28-02-98,999,4,40.25,49.43
24,02-03-98,999,4,40.25,48.75
24,03-03-98,999,3,40.81,49.43
25,16-01-98,999,3,98.3,126.55
25,19-01-98,999,3,98.3,126.55
25,20-01-98,999,2,99.58,126.55
25,25-01-98,999,3,98.3,126.55
25,28-01-98,999,2,99.58,128.32
25,07-02-98,999,3,100.27,128.32
25,10-02-98,999,2,101.57,127.74
25,23-02-98,999,4,98.88,126.55
25,13-03-98,999,2,101.57,128.32
25,13-03-98,999,4,98.88,128.32
25,23-03-98,999,4,98.88,128.32
26,12-01-98,999,3,130.5,170.34
26,28-01-98,999,3,130.5,167.99
26,10-03-98,999,3,135.51,168.58
27,25-02-98,999,3,39.92,49.27
27,08-03-98,999,3,40.64,48.76
29,07-01-98,999,3,437.61,561.75
29,08-01-98,999,2,449.42,556.21
29,10-01-98,999,4,423.35,553.99
29,26-01-98,999,2,443.22,553.99
29,02-02-98,999,2,452.08,561.75
29,17-02-98,999,2,452.08,561.75
29,08-03-98,999,4,431.82,561.75
29,23-03-98,999,3,446.36,561.75
29,23-03-98,999,4,431.82,561.75
29,30-03-98,999,4,431.82,561.75
30,07-01-98,999,3,8.69,10.94
30,19-01-98,999,4,8.57,10.79
30,02-02-98,999,2,8.98,10.79
30,21-02-98,999,2,8.98,10.79
30,08-03-98,999,3,8.86,10.79
30,23-03-98,999,2,8.98,10.79
31,07-01-98,999,4,7.84,9.74
31,08-01-98,999,3,7.82,9.71
31,14-01-98,999,3,7.82,9.85
31,02-02-98,999,3,7.98,9.71
31,16-02-98,999,3,7.98,9.71
31,03-03-98,999,3,7.98,9.85
31,16-03-98,999,3,7.98,9.71
31,19-03-98,999,3,7.98,9.85
32,07-01-98,999,3,59.16,74.46
32,10-01-98,999,3,59.16,73.43
32,07-02-98,999,3,60.34,74.46
32,10-02-98,999,3,60.34,74.46
33,20-01-98,999,3,39.14,46.74
33,03-02-98,999,3,39.92,47.39
33,17-02-98,999,3,39.92,46.74
34,08-01-98,999,3,35,42.96
34,10-01-98,999,4,33.86,43.56
34,20-01-98,999,3,35,43.56
34,24-01-98,999,3,35,42.96
34,26-01-98,999,3,34.79,46.23
34,28-01-98,999,3,35,43.56
34,30-01-98,999,2,35.95,43.13
34,03-02-98,999,3,35.49,46.23
34,16-02-98,999,2,35.94,46.23
34,07-03-98,999,3,36.12,44.95
34,30-03-98,999,2,35.94,44.79
35,03-01-98,999,2,44.05,56.99
35,07-01-98,999,4,43.08,53.89
35,08-01-98,999,2,44.31,53.7
35,08-01-98,999,4,42.33,53.7
35,16-01-98,999,3,46.19,54.92
35,17-01-98,999,3,43.76,54.45
35,30-01-98,999,2,44.31,54.92
35,07-02-98,999,4,43.18,54.92
35,16-02-98,999,2,44.93,56.99
35,07-03-98,999,2,44.93,56.77
35,07-03-98,999,3,45.17,56.19
35,19-03-98,999,2,44.93,56.77
35,26-03-98,999,4,43.78,54.38
36,13-01-98,999,4,38.09,48.33
36,22-01-98,999,3,39.14,51.29
36,27-01-98,999,4,38.77,48.5
36,05-02-98,999,2,41.09,51.44
36,08-02-98,999,3,39.92,52.01
36,15-02-98,999,3,39.92,51.29
36,14-03-98,999,3,39.92,50.39
37,09-01-98,999,2,48.46,63.57
37,22-01-98,999,2,48.46,62.69
37,29-01-98,999,3,47.84,62.69
37,10-02-98,999,4,47.49,60.41
37,15-02-98,999,2,50.61,59.79
37,26-02-98,999,4,47.49,59.91
37,19-03-98,999,3,48.8,62.45
37,19-03-98,999,4,47.49,59.58
37,31-03-98,999,2,49.43,62.45
38,15-01-98,999,4,25.39,32.22
38,28-01-98,999,2,26.58,32.67
38,05-02-98,999,3,26.61,34.67
38,19-03-98,999,3,26.61,34.06
38,26-03-98,999,3,26.61,33.59
39,04-01-98,999,2,31.02,38.12
39,24-01-98,999,2,31.02,37.59
39,29-01-98,999,2,30.84,39.89
39,22-02-98,999,2,31.46,40.45
39,25-02-98,999,4,30.63,40.45
39,01-03-98,999,3,31.05,39.74
39,09-03-98,999,3,31.05,39.19
39,12-03-98,999,2,31.46,39.74
39,12-03-98,999,3,31.05,39.19
40,04-01-98,999,4,38.09,46.79
40,07-01-98,999,2,40.6,47.86
40,10-01-98,999,4,38.09,47.45
40,13-01-98,999,2,39.88,47.45
40,20-01-98,999,3,39.14,49.49
40,28-01-98,999,3,39.14,49.49
40,05-02-98,999,4,38.85,47.69
40,15-02-98,999,3,40.64,49.66
40,17-02-98,999,3,39.92,49.49
